"Dist Code","Year","State Code","State Name","Dist Name","PRIMARY SECTOR CONSTANT PRICES (Millions in Rs)","PRIMARY SECTOR CURRENT PRICES (Millions in Rs)","PRIMARY SECTOR CONSTANT SHARES (Percent)","PRIMARY SECTOR CURRENT SHARES (Percent)","SECONDARY SECTOR CONSTANT PRICES (Millions in Rs)","SECONDARY SECTOR CURRENT PRICES (Millions in Rs)","SECONDARY SECTOR CONSTANT SHARES (Percent)","SECONDARY SECTOR CURRENT SHARES (Percent)","TERTIARY SECTOR CONSTANT PRICES (Millions in Rs)","TERTIARY SECTOR CURRENT PRICES (Millions in Rs)","TERTIARY SECTOR CONSTANT SHARES (Percent)","TERTIARY SECTOR CURRENT SHARES (Percent)","TOTAL CONSTANT PRICES (Millions in Rs)","TOTAL CURRENT PRICES (Millions in Rs)","PER CAPITA CURRENT PRICES (1000 in Rs)"
"512","2008 (2004)","11","Tamil Nadu","Sivagangai Pasumpon","4071","6859","10.18","13.49","9924","12965","24.81","25.5","26008","31025","65.02","61.01","40003","50850","40"
"512","2009 (2004)","11","Tamil Nadu","Sivagangai Pasumpon","4225","8823","9.55","14.53","11522","15765","26.03","25.96","28513","36132","64.42","59.51","44259","60720","47"
"512","2010 (2004)","11","Tamil Nadu","Sivagangai Pasumpon","5382","13287","10.97","18.06","13154","19383","26.82","26.35","30510","40884","62.21","55.58","49045","73554","56"
"512","2011 (2004)","11","Tamil Nadu","Sivagangai Pasumpon","5649","14062","10.98","17.28","14005","22298","27.22","27.4","31794","45015","61.8","55.32","51449","81375","61"
"512","2012 (2004)","11","Tamil Nadu","Sivagangai Pasumpon","4836","12769","9.21","14.4","15351","26446","29.24","29.82","32313","49468","61.55","55.78","52500","88682","65"
"512","2013 (2004)","11","Tamil Nadu","Sivagangai Pasumpon","4991","14743","9.19","14.94","15556","28489","28.65","28.87","33757","55442","62.16","56.19","54304","98674","72"
"513","2007 (2004)","11","Tamil Nadu","Chidambanar Toothukudi","12237","16951","18.45","21.69","17694","20919","26.68","26.76","36400","40295","54.88","51.55","66331","78166","47"
"513","2008 (2004)","11","Tamil Nadu","Chidambanar Toothukudi","11593","18663","17.44","21.84","17481","22423","26.3","26.24","37405","44365","56.27","51.92","66479","85451","51"
"513","2009 (2004)","11","Tamil Nadu","Chidambanar Toothukudi","10931","21708","15.62","22.29","20711","27626","29.6","28.36","38322","48067","54.77","49.35","69965","97401","57"
"513","2010 (2004)","11","Tamil Nadu","Chidambanar Toothukudi","11310","25709","14.92","22.7","23820","34043","31.42","30.05","40689","53526","53.67","47.25","75819","113277","65"
"513","2011 (2004)","11","Tamil Nadu","Chidambanar Toothukudi","12644","28938","15.58","22.65","26661","41113","32.85","32.17","41862","57732","51.58","45.18","81167","127783","73"
"513","2012 (2004)","11","Tamil Nadu","Chidambanar Toothukudi","11849","28307","14.44","20.59","28173","46673","34.33","33.94","42042","62528","51.23","45.47","82064","137508","78"
"513","2013 (2004)","11","Tamil Nadu","Chidambanar Toothukudi","13009","34777","15.34","22.65","28555","49764","33.67","32.4","43238","69033","50.99","44.95","84803","153574","86"
"514","2007 (2004)","7","Maharashtra","Jalna","24965","31384","42.49","44.45","11393","13323","19.39","18.87","22393","25896","38.12","36.68","58751","70603","39"
"514","2008 (2004)","7","Maharashtra","Jalna","21292","30240","37.52","40.62","11867","14842","20.91","19.93","23592","29372","41.57","39.45","56750","74453","40"
"514","2009 (2004)","7","Maharashtra","Jalna","24823","39826","37.88","43.62","12666","16070","19.33","17.6","28048","35405","42.8","38.78","65537","91300","48"
"514","2010 (2004)","7","Maharashtra","Jalna","28633","56981","38.58","48.02","14226","19150","19.17","16.14","31360","42540","42.25","35.85","74219","118670","62"
"514","2011 (2004)","7","Maharashtra","Jalna","31033","68826","38.96","49.28","15457","22369","19.41","16.01","33161","48481","41.63","34.71","79651","139676","71"
"514","2012 (2004)","7","Maharashtra","Jalna","31613","77232","37.04","47.99","16881","26475","19.78","16.45","36859","57218","43.18","35.56","85354","160925","81"
"514","2013 (2004)","7","Maharashtra","Jalna","34283","94402","36.01","48.77","18653","30856","19.59","15.94","42259","68306","44.39","35.29","95195","193563","95"
"515","2007 (2004)","7","Maharashtra","Latur","14736","18640","23.25","24.8","12808","14950","20.21","19.89","35840","41558","56.54","55.3","63384","75147","33"
"515","2008 (2004)","7","Maharashtra","Latur","11382","16123","18.5","20.49","13150","16396","21.38","20.84","36982","46158","60.12","58.67","61513","78677","34"
"515","2009 (2004)","7","Maharashtra","Latur","13333","21644","19.09","23.15","14072","17839","20.15","19.08","42446","54025","60.77","57.78","69851","93508","39"
"515","2010 (2004)","7","Maharashtra","Latur","18827","37574","23.42","30.66","15672","21054","19.5","17.18","45889","63939","57.08","52.17","80388","122567","51"
"515","2011 (2004)","7","Maharashtra","Latur","19028","42359","22.85","30.57","17245","24882","20.71","17.96","46995","71331","56.44","51.48","83268","138572","56"
"515","2012 (2004)","7","Maharashtra","Latur","18016","43749","20.69","28.24","18874","29666","21.68","19.15","50174","81490","57.63","52.61","87063","154905","62"
"515","2013 (2004)","7","Maharashtra","Latur","18151","49612","19.38","27.84","20591","34138","21.99","19.15","54914","94482","58.63","53.01","93655","178232","70"
"516","2007 (2004)","7","Maharashtra","Gadchiroli","17871","23316","57.68","60.47","3924","4585","12.67","11.89","9188","10659","29.65","27.64","30983","38561","38"
"516","2008 (2004)","7","Maharashtra","Gadchiroli","18953","26638","58.25","61.1","4060","5065","12.48","11.62","9523","11898","29.27","27.29","32536","43600","42"
"516","2009 (2004)","7","Maharashtra","Gadchiroli","13766","23708","47.99","55.32","4214","5340","14.69","12.46","10705","13808","37.32","32.22","28685","42856","41"
"516","2010 (2004)","7","Maharashtra","Gadchiroli","13488","27665","45.44","55.03","4472","6004","15.07","11.94","11722","16603","39.49","33.03","29682","50271","47"
"516","2011 (2004)","7","Maharashtra","Gadchiroli","14836","34023","46.56","56.77","5114","7367","16.05","12.29","11910","18538","37.38","30.93","31861","59928","56"
"516","2012 (2004)","7","Maharashtra","Gadchiroli","14953","34711","44.8","53.46","5563","8745","16.67","13.47","12859","21471","38.53","33.07","33375","64926","60"
"516","2013 (2004)","7","Maharashtra","Gadchiroli","16317","42554","44.67","54.69","6084","10087","16.66","12.96","14122","25173","38.66","32.35","36524","77813","71"
"517","2007 (2004)","7","Maharashtra","Sindhudurg","12557","15943","30.64","32.64","6893","8032","16.82","16.45","21533","24866","52.54","50.91","40983","48841","57"
"517","2008 (2004)","7","Maharashtra","Sindhudurg","11675","16363","28.07","30.51","7302","9121","17.55","17.0","22618","28154","54.38","52.49","41595","53638","63"
"517","2009 (2004)","7","Maharashtra","Sindhudurg","12032","19600","26.52","31.53","7698","9772","16.97","15.72","25635","32790","56.51","52.75","45364","62161","73"
"517","2010 (2004)","7","Maharashtra","Sindhudurg","15653","31137","30.04","38.13","8656","11581","16.61","14.18","27794","38949","53.34","47.69","52103","81667","96"
"517","2011 (2004)","7","Maharashtra","Sindhudurg","17269","38392","31.23","40.03","9554","13621","17.28","14.2","28482","43905","51.5","45.77","55305","95917","113"
"517","2012 (2004)","7","Maharashtra","Sindhudurg","17812","42858","30.3","38.95","10644","16719","18.11","15.2","30324","50447","51.59","45.85","58779","110024","130"
"517","2013 (2004)","7","Maharashtra","Sindhudurg","19596","53096","30.68","40.79","11626","19239","18.2","14.78","32655","57838","51.12","44.43","63878","130173","154"
"518","2007 (2004)","3","Gujarat","Gandhinagar","14871","20048","16.35","18.74","35665","41555","39.21","38.84","40433","45393","44.45","42.42","90968","106996","78"
"518","2008 (2004)","3","Gujarat","Gandhinagar","14107","20912","14.5","17.51","38083","46316","39.14","38.78","45121","52208","46.37","43.71","97311","119435","87"
"518","2009 (2004)","3","Gujarat","Gandhinagar","13733","23535","12.77","16.99","46782","57630","43.48","41.59","47067","57394","43.75","41.42","107583","138559","101"
"518","2010 (2004)","3","Gujarat","Gandhinagar","13662","29619","11.77","18.25","47712","61705","41.09","38.03","54745","70931","47.15","43.72","116119","162256","117"
"518","2011 (2004)","3","Gujarat","Gandhinagar","14720","33180","11.73","17.88","46746","64985","37.25","35.03","64028","87355","51.02","47.09","125494","185520","133"
"518","2012 (2004)","3","Gujarat","Gandhinagar","13862","32277","10.08","15.25","50128","73653","36.43","34.79","73597","105778","53.49","49.96","137587","211708","151"
"518","2013 (2004)","3","Gujarat","Gandhinagar","14753","38758","9.64","15.61","54323","83495","35.49","33.63","83986","126034","54.87","50.76","153062","248286","176"
"519","2007 (2004)","10","Rajasthan","Dholpur","8916","12201","38.82","42.54","5666","6499","24.67","22.66","8384","9981","36.51","34.8","22965","28680","26"
"519","2008 (2004)","10","Rajasthan","Dholpur","9252","13705","38.11","41.27","5708","7581","23.51","22.83","9320","11922","38.39","35.9","24280","33209","29"
"519","2009 (2004)","10","Rajasthan","Dholpur","8377","13684","34.37","37.94","6301","8778","25.85","24.34","9696","13609","39.78","37.73","24373","36071","31"
"519","2010 (2004)","10","Rajasthan","Dholpur","10104","18684","34.28","38.22","8083","12869","27.43","26.32","11286","17338","38.29","35.46","29472","48891","41"
"519","2011 (2004)","10","Rajasthan","Dholpur","9780","23858","31.21","39.78","9070","15808","28.95","26.36","12483","20312","39.84","33.87","31332","59979","50"
"519","2012 (2004)","10","Rajasthan","Dholpur","9492","25918","28.9","37.92","10249","19000","31.2","27.8","13108","23439","39.91","34.29","32848","68357","55"
"519","2013 (2004)","10","Rajasthan","Dholpur","9210","27812","26.87","36.8","11286","21813","32.92","28.87","13782","25941","40.21","34.33","34278","75566","60"
"520","2007 (2004)","20","Telangana","Rangareddy","14995","18516","7.11","7.41","60914","76318","28.88","30.56","135021","154925","64.01","62.03","210930","249759","56"
"520","2008 (2004)","20","Telangana","Rangareddy","15337","21677","6.38","7.01","67402","93453","28.04","30.2","157613","194287","65.58","62.79","240351","309417","66"
"520","2009 (2004)","20","Telangana","Rangareddy","19391","30993","7.04","8.21","71457","103385","25.93","27.4","184770","242938","67.04","64.39","275617","377316","78"
"520","2010 (2004)","20","Telangana","Rangareddy","16775","31935","5.13","6.61","79323","126096","24.26","26.08","230827","325376","70.61","67.31","326925","483407","95"
"520","2011 (2004)","20","Telangana","Rangareddy","16112","32333","4.35","5.55","87538","148113","23.61","25.44","267141","401791","72.05","69.01","370792","582237","110"
"520","2012 (2004)","20","Telangana","Rangareddy","16593","37028","4.06","5.32","87920","160363","21.53","23.03","303802","498896","74.4","71.65","408315","696286","126"
"520","2013 (2004)","20","Telangana","Rangareddy","16931","41057","3.82","5.02","89820","172150","20.28","21.04","336084","604806","75.89","73.94","442835","818013","141"
"521","2007 (2004)","11","Tamil Nadu","Thiruvannamalai","11910","16804","23.09","27.18","14175","16781","27.48","27.15","25503","28229","49.44","45.67","51588","61814","26"
"521","2008 (2004)","11","Tamil Nadu","Thiruvannamalai","11362","18682","21.33","26.77","13915","17898","26.13","25.64","27983","33217","52.54","47.59","53260","69797","29"
"521","2009 (2004)","11","Tamil Nadu","Thiruvannamalai","10352","21414","18.11","26.16","16025","21465","28.04","26.22","30783","38995","53.85","47.63","57160","81873","34"
"521","2010 (2004)","11","Tamil Nadu","Thiruvannamalai","10979","26907","17.34","27.28","19036","27461","30.06","27.84","33316","44275","52.61","44.88","63332","98643","41"
"521","2011 (2004)","11","Tamil Nadu","Thiruvannamalai","12364","30515","18.33","27.55","20346","31779","30.17","28.7","34737","48450","51.5","43.75","67447","110744","45"
"521","2012 (2004)","11","Tamil Nadu","Thiruvannamalai","11281","29504","16.28","24.4","22287","37637","32.16","31.13","35737","53767","51.56","44.47","69305","120908","48"
"521","2013 (2004)","11","Tamil Nadu","Thiruvannamalai","12479","36631","17.25","26.68","22607","40386","31.26","29.41","37244","60287","51.49","43.91","72330","137303","54"
"523","2007 (2004)","4","Haryana","Yamunanagar","9830","13909","17.36","20.36","17544","20354","30.98","29.8","29253","34038","51.66","49.84","56627","68301","60"
"523","2008 (2004)","4","Haryana","Yamunanagar","9909","16052","16.66","20.17","17815","23285","29.96","29.26","31736","40239","53.37","50.57","59460","79576","69"
"523","2009 (2004)","4","Haryana","Yamunanagar","9160","16729","14.1","17.61","19138","27841","29.46","29.3","36663","50441","56.44","53.09","64960","95012","81"
"523","2010 (2004)","4","Haryana","Yamunanagar","9547","19962","14.08","18.38","19370","29983","28.56","27.6","38912","58681","57.37","54.02","67829","108627","91"
"523","2011 (2004)","4","Haryana","Yamunanagar","9741","22166","13.72","18.14","19527","32424","27.51","26.54","41711","67590","58.77","55.32","70979","122180","101"
"523","2012 (2004)","4","Haryana","Yamunanagar","9261","23108","12.43","16.77","19865","35865","26.66","26.03","45388","78831","60.91","57.21","74514","137803","112"
"523","2013 (2004)","4","Haryana","Yamunanagar","9137","25577","11.76","16.74","20212","38523","26.01","25.22","48359","88674","62.23","58.04","77708","152775","122"
"524","2007 (2004)","4","Haryana","Kaithal","17043","23485","33.29","36.98","11017","12788","21.52","20.14","23140","27228","45.2","42.88","51199","63500","62"
"524","2008 (2004)","4","Haryana","Kaithal","19641","31355","34.47","39.39","11416","14951","20.03","18.78","25924","33291","45.5","41.82","56981","79597","77"
"524","2009 (2004)","4","Haryana","Kaithal","23949","43064","35.23","40.87","12934","18860","19.03","17.9","31094","43436","45.74","41.23","67977","105360","101"
"524","2010 (2004)","4","Haryana","Kaithal","25387","50690","34.98","41.05","13413","20806","18.48","16.85","33766","51979","46.53","42.1","72566","123475","116"
"524","2011 (2004)","4","Haryana","Kaithal","27829","60578","35.45","41.84","13667","22773","17.41","15.73","37013","61449","47.14","42.44","78509","144801","135"
"524","2012 (2004)","4","Haryana","Kaithal","28106","66229","33.77","40.08","14219","25795","17.08","15.61","40915","73232","49.15","44.31","83239","165256","152"
"524","2013 (2004)","4","Haryana","Kaithal","29522","77735","33.24","40.8","14542","27908","16.37","14.65","44748","84896","50.39","44.56","88811","190539","173"
"525","2007 (2004)","4","Haryana","Panipat","9320","12961","13.15","15.52","36575","41619","51.61","49.83","24972","28935","35.24","34.65","70867","83515","76"
"525","2008 (2004)","4","Haryana","Panipat","10235","16401","13.72","16.72","37617","48023","50.43","48.95","26741","33689","35.85","34.34","74593","98113","87"
"525","2009 (2004)","4","Haryana","Panipat","9552","17311","11.76","14.59","40582","58837","49.95","49.6","31109","42466","38.29","35.8","81243","118614","103"
"525","2010 (2004)","4","Haryana","Panipat","11251","22468","12.93","16.36","44411","68214","51.06","49.68","31324","46626","36.01","33.96","86986","137307","117"
"525","2011 (2004)","4","Haryana","Panipat","12092","26264","13.33","16.98","45714","75996","50.39","49.13","32906","52436","36.28","33.9","90712","154695","128"
"525","2012 (2004)","4","Haryana","Panipat","11986","28194","12.7","16.37","47447","84420","50.28","49.02","34935","59589","37.02","34.6","94368","172203","140"
"525","2013 (2004)","4","Haryana","Panipat","12351","32426","12.55","17.12","48898","90439","49.7","47.75","37129","66528","37.74","35.13","98378","189392","150"
"526","2007 (2004)","4","Haryana","Rewari","2885","4079","7.06","8.51","18255","20932","44.65","43.66","19747","22936","48.3","47.84","40887","47947","57"
"526","2008 (2004)","4","Haryana","Rewari","2654","4298","6.12","7.64","18839","24272","43.41","43.14","21908","27693","50.48","49.22","43401","56264","66"
"526","2009 (2004)","4","Haryana","Rewari","2338","4315","4.8","6.21","20867","30360","42.89","43.68","25453","34837","52.31","50.12","48658","69511","80"
"526","2010 (2004)","4","Haryana","Rewari","3148","6368","5.84","7.63","22415","34592","41.57","41.43","28358","42525","52.59","50.94","53921","83485","94"
"526","2011 (2004)","4","Haryana","Rewari","2981","6543","5.29","6.98","21633","36244","38.39","38.64","31740","51018","56.32","54.39","56354","93806","104"
"526","2012 (2004)","4","Haryana","Rewari","2619","6271","4.34","5.82","22244","40191","36.85","37.31","35498","61275","58.81","56.88","60360","107736","117"
"526","2013 (2004)","4","Haryana","Rewari","2391","6392","3.75","5.31","22119","42050","34.65","34.94","39319","71902","61.6","59.75","63828","120343","129"
"527","2007 (2004)","16","Uttarakhand","Haridwar","11951","14567","13.93","14.26","38209","45663","44.54","44.71","35631","41902","41.53","41.03","85791","102132","60"
"527","2008 (2004)","16","Uttarakhand","Haridwar","11382","17117","11.47","13.3","45082","57383","45.44","44.58","42742","54228","43.08","42.13","99205","128729","74"
"527","2009 (2004)","16","Uttarakhand","Haridwar","13613","22370","11.3","13.45","55067","72321","45.71","43.49","51802","71617","43.0","43.06","120482","166308","93"
"527","2010 (2004)","16","Uttarakhand","Haridwar","13202","24366","9.72","12.11","63414","88282","46.69","43.88","59203","88548","43.59","44.01","135819","201196","109"
"527","2011 (2004)","16","Uttarakhand","Haridwar","13557","27658","8.88","11.47","71804","106076","47.05","43.99","67239","107430","44.06","44.55","152600","241164","128"
