Key,  State Code,  State name,  District code,  District name,  Year, Potato Area (000Ha), Potato Production (000Tonnes), Sweet Potato Area (000Ha), Sweet Potato Production (000Tonnes), Onion Area (000Ha), Onion Production (000Tonnes), Green onion Area (000Ha), Green onion Production (000Tonnes), Tomato Area (000Ha), Tomato Production (000Tonnes), Ladys finger Area (000Ha), Ladys finger Production (000Tonnes), Brinjal Area (000Ha), Brinjal Production (000Tonnes), Cauliflower Area (000Ha), Cauliflower Production (000Tonnes), Cabbage Area (000Ha), Cabbage Production (000Tonnes), Knol Khol Area (000Ha), Knol Khol Production (000Tonnes), Pumpkin Area (000Ha), Pumpkin Production (000Tonnes), Mushroom Area (000Ha), Mushroom Production (000Tonnes), Drum Stick Area (000Ha), Drum Stick Production (000Tonnes), Ridge Gourd Area (000Ha), Ridge Gourd Production (000Tonnes), Ghosali Area (000Ha), Ghosali Production (000Tonnes), Sponge Gourd Area (000Ha), Sponge Gourd Production (000Tonnes), Bottle Gourd Area (000Ha), Bottle Gourd Production (000Tonnes), Bitter Gourd Area (000Ha), Bitter Gourd Production (000Tonnes), Snake gourd Area (000Ha), Snake gourd Production (000Tonnes), Tinda Area (000Ha), Tinda Production (000Tonnes), Kundru/Perwal Area (000Ha), Kundru/Perwal Production (000Tonnes), Cucurbits Area (000Ha), Cucurbits Production (000Tonnes), Pointed gourd Area (000Ha), Pointed gourd Production (000Tonnes), Ashgourd Area (000Ha), Ashgourd Production (000Tonnes), Little Gourd Area (000Ha), Little Gourd Production (000Tonnes),Gourds &  Coccinia Area (000Ha),Gourds &  Coccinia Production (000Tonnes),Other Gourd Varieties Area (000Ha),Other Gourd Varieties Production (000Tonnes), Gourds Area (000Ha), Gourds Production (000Tonnes), Cowpea Area (000Ha), Cowpea Production (000Tonnes), Green Peas Area (000Ha), Green Peas Production (000Tonnes), Peas Area (000Ha), Peas Production (000Tonnes), Cluster beans Area (000Ha), Cluster beans Production (000Tonnes), Beans Area (000Ha), Beans Production (000Tonnes), French Bean Area (000Ha), French Bean Production (000Tonnes),Beans (All Inc Lab-lab(Sem) Area (000Ha),Beans (All Inc Lab-lab(Sem) Production (000Tonnes), Lab Lab Area (000Ha), Lab Lab Production (000Tonnes), Avarai Area (000Ha), Avarai Production (000Tonnes), Karamani Area (000Ha), Karamani Production (000Tonnes), Mogri Area (000Ha), Mogri Production (000Tonnes), Kakri Area (000Ha), Kakri Production (000Tonnes), Kheera Area (000Ha), Kheera Production (000Tonnes), Gherkins Area (000Ha), Gherkins Production (000Tonnes),Long melon (Kakri) Area (000Ha),Long melon (Kakri) Production (000Tonnes), Kachari Area (000Ha), Kachari Production (000Tonnes), Cucumber Area (000Ha), Cucumber Production (000Tonnes), Leafy Veg. Area (000Ha), Leafy Veg. Production (000Tonnes), Spinach (Palak) Area (000Ha), Spinach (Palak) Production (000Tonnes), Math/Rajgira Area (000Ha), Math/Rajgira Production (000Tonnes), Methi Area (000Ha), Methi Production (000Tonnes), Amaranthus Area (000Ha), Amaranthus Production (000Tonnes), Jimikand Area (000Ha), Jimikand Production (000Tonnes), Yam Area (000Ha), Yam Production (000Tonnes), Elephant Yam Area (000Ha), Elephant Yam Production (000Tonnes), Ratalu Area (000Ha), Ratalu Production (000Tonnes), Tapioca Area (000Ha), Tapioca Production (000Tonnes), Amorphospholus Area (000Ha), Amorphospholus Production (000Tonnes), Mooli Area (000Ha), Mooli Production (000Tonnes), Colocasia Area (000Ha), Colocasia Production (000Tonnes), Arbi Area (000Ha), Arbi Production (000Tonnes), Turnip Area (000Ha), Turnip Production (000Tonnes), Radish Area (000Ha), Radish Production (000Tonnes), Carrot Area (000Ha), Carrot Production (000Tonnes),"Radish, Turnip & Carrot Area (000Ha)","Radish, Turnip & Carrot Production (000Tonnes)","  Root 
crops Area (000Ha)","  Root 
crops Production (000Tonnes)",Other Root crops Area (000Ha),Other Root crops Production (000Tonnes), Beetroot Area (000Ha), Beetroot Production (000Tonnes), Wall (pawata) Area (000Ha), Wall (pawata) Production (000Tonnes), Wal Area (000Ha), Wal Production (000Tonnes), Vine Crops Area (000Ha), Vine Crops Production (000Tonnes), Oal Area (000Ha), Oal Production (000Tonnes), Green Chillies Area (000Ha), Green Chillies Production (000Tonnes),Capsicum &  Chillies Area (000Ha),Capsicum &  Chillies Production (000Tonnes), Capsicum Area (000Ha), Capsicum Production (000Tonnes), Shimla Mirchi Area (000Ha), Shimla Mirchi Production (000Tonnes), Water Melon Area (000Ha), Water Melon Production (000Tonnes), Musk Melon Area (000Ha), Musk Melon Production (000Tonnes), Turmeric Area (000Ha), Turmeric Production (000Tonnes), Garlic Area (000Ha), Garlic Production (000Tonnes), Curry leaves Area (000Ha), Curry leaves Production (000Tonnes), Mint Area (000Ha), Mint Production (000Tonnes),Green Coriander Area (000Ha),Green Coriander Production (000Tonnes),Other Vegetables Area (000Ha),Other Vegetables Production (000Tonnes),Total  Vegetables Area (000Ha),Total  Vegetables Production (000Tonnes),
240200716,16,Uttarakhand,240,Chamoli,2007,.,.,.,.,0.32,2.57,.,.,0.28,3.35,0.15,0.77,0.19,2.27,0.20,2.03,0.34,3.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.36,2.84,.,.,.,.,0.24,1.44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,3.29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.23,1.85,2.71,24.31,
240200816,16,Uttarakhand,240,Chamoli,2008,.,.,.,.,0.32,2.57,.,.,0.29,3.45,0.16,0.79,0.20,2.34,0.21,2.05,0.35,3.52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.36,2.88,.,.,.,.,0.25,1.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.31,3.38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.23,1.85,2.76,24.79,
240200916,16,Uttarakhand,240,Chamoli,2009,2.80,36.80,.,.,0.33,2.56,.,.,0.29,3.45,0.16,0.80,0.20,2.34,0.21,2.06,0.36,3.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.37,2.90,.,.,.,.,0.25,1.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.31,3.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.24,1.86,5.59,61.67,
240201016,16,Uttarakhand,240,Chamoli,2010,2.83,38.50,.,.,0.33,2.63,.,.,0.30,3.57,0.17,0.83,0.21,2.42,0.22,2.10,0.37,3.66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.38,2.96,.,.,.,.,0.26,1.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.32,3.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.25,1.93,5.72,64.14,
240201116,16,Uttarakhand,240,Chamoli,2011,2.84,38.59,.,.,0.34,2.73,.,.,0.31,3.65,0.17,0.88,0.21,2.56,0.22,2.15,0.37,3.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.38,3.01,.,.,.,.,0.27,1.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.33,3.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.11,0.54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.25,1.97,5.80,65.00,
240201216,16,Uttarakhand,240,Chamoli,2012,2.85,38.64,.,.,0.38,2.76,.,.,0.33,3.08,0.19,0.90,0.22,2.56,0.23,2.17,0.40,3.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.39,2.95,.,.,.,.,0.29,1.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.35,3.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,0.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.26,1.99,5.99,64.63,
240201316,16,Uttarakhand,240,Chamoli,2013,2.85,38.64,.,.,0.38,2.76,.,.,0.33,3.09,0.19,0.90,0.23,2.57,0.23,2.17,0.40,3.70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.39,2.95,.,.,.,.,0.29,1.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.35,3.70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,0.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.27,2.00,6.01,64.67,
240201416,16,Uttarakhand,240,Chamoli,2014,2.89,38.67,.,.,0.42,2.79,.,.,0.36,3.11,0.20,0.93,0.24,2.58,0.25,2.18,0.42,3.70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.41,2.96,.,.,.,.,.,.,0.31,1.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.38,3.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.13,0.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.29,2.01,6.29,64.88,
240201516,16,Uttarakhand,240,Chamoli,2015,0.54,6.03,.,.,0.15,0.83,.,.,0.08,0.41,0.08,0.47,0.24,1.42,0.08,0.38,0.41,1.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.16,1.06,.,.,.,.,.,.,0.16,0.88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.39,3.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,0.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.18,1.63,2.58,18.24,
240201616,16,Uttarakhand,240,Chamoli,2016,0.54,6.06,.,.,0.15,0.83,.,.,0.08,0.40,0.08,0.47,0.24,1.42,0.08,0.38,0.41,1.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.23,1.06,.,.,.,.,.,.,0.19,0.88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,3.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.18,1.64,2.59,18.28,
241200216,16,Uttarakhand,241,Uttar Kashi,2002,.,.,.,.,0.02,0.16,.,.,0.04,0.29,0.50,3.32,.,.,0.02,0.04,0.04,1.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,1.54,.,.,.,.,0.39,7.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.19,1.85,1.51,17.25,
241200316,16,Uttarakhand,241,Uttar Kashi,2003,.,.,.,.,.,.,.,.,0.50,3.32,.,.,0.04,0.29,0.02,0.04,0.04,1.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,1.54,.,.,.,.,0.39,7.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.19,1.85,1.50,17.25,
241200416,16,Uttarakhand,241,Uttar Kashi,2004,.,.,.,.,0.05,0.18,.,.,0.55,11.71,0.02,0.17,0.05,0.67,0.23,3.54,0.18,3.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.45,3.39,.,.,.,.,0.48,3.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,1.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.28,6.13,2.40,34.76,
241200516,16,Uttarakhand,241,Uttar Kashi,2005,.,.,.,.,0.06,1.16,.,.,0.26,3.73,0.03,0.23,0.02,0.32,0.00,0.07,0.08,1.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.59,3.78,.,.,.,.,0.16,1.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.12,21.95,2.40,34.76,
241200616,16,Uttarakhand,241,Uttar Kashi,2006,.,.,.,.,0.07,1.37,.,.,0.31,4.01,0.04,0.31,0.03,0.32,0.01,0.09,0.08,1.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.61,3.98,.,.,.,.,0.17,1.41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,1.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.35,27.52,2.75,41.51,
241200716,16,Uttarakhand,241,Uttar Kashi,2007,.,.,.,.,0.15,3.02,.,.,0.38,5.65,0.04,0.33,0.03,0.36,0.09,1.10,0.27,4.66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.80,5.62,.,.,.,.,0.18,1.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,1.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.79,19.49,2.88,43.69,
241200816,16,Uttarakhand,241,Uttar Kashi,2008,.,.,.,.,0.15,3.05,.,.,0.39,5.74,0.04,0.34,0.03,0.37,0.09,1.10,0.28,4.66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.81,5.63,.,.,.,.,0.19,1.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,1.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.81,19.33,2.93,43.70,
241200916,16,Uttarakhand,241,Uttar Kashi,2009,1.65,31.93,.,.,0.15,2.75,.,.,0.40,5.53,0.05,0.34,0.04,0.32,0.10,1.10,0.29,4.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.81,5.43,.,.,.,.,0.20,1.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.13,1.63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.83,17.76,4.68,73.10,
241201016,16,Uttarakhand,241,Uttar Kashi,2010,1.71,26.09,.,.,0.04,0.63,.,.,0.38,5.29,0.12,0.92,0.03,0.30,0.03,0.33,0.17,2.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.95,5.57,.,.,.,.,0.18,1.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.22,2.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.91,18.54,4.76,64.69,
241201116,16,Uttarakhand,241,Uttar Kashi,2011,1.96,30.43,.,.,0.05,0.95,.,.,0.53,7.91,0.17,1.39,0.07,0.70,0.04,0.46,0.14,2.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.79,4.76,.,.,.,.,0.29,2.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.21,2.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.92,18.45,5.24,72.67,
241201216,16,Uttarakhand,241,Uttar Kashi,2012,2.15,25.78,.,.,0.06,1.12,.,.,0.67,9.75,0.10,0.78,0.05,0.47,0.03,0.30,0.10,1.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.81,4.80,.,.,.,.,0.15,1.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.16,2.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.78,14.06,5.12,62.20,
241201316,16,Uttarakhand,241,Uttar Kashi,2013,2.15,25.79,.,.,0.07,1.13,.,.,0.68,9.76,0.10,0.79,0.05,0.47,0.03,0.30,0.10,1.54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.82,4.81,.,.,.,.,0.15,1.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.16,2.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.78,14.06,5.14,62.26,
241201416,16,Uttarakhand,241,Uttarakashi,2014,4.53,22.78,.,.,0.46,1.47,.,.,0.91,10.73,0.41,0.63,0.26,0.61,0.26,0.56,0.59,2.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.19,4.15,.,.,.,.,.,.,0.66,1.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.60,1.84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.26,0.54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.18,9.79,13.30,57.31,
241201516,16,Uttarakhand,241,Uttarakashi,2015,3.56,27.93,.,.,0.15,1.24,.,.,0.86,4.83,0.21,1.41,0.20,0.91,0.17,1.52,0.35,4.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.83,2.64,.,.,.,.,.,.,0.47,2.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.46,4.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.48,12.83,9.86,65.30,
241201616,16,Uttarakhand,241,Uttarakashi,2016,3.56,28.49,.,.,0.16,1.26,.,.,0.87,5.23,0.34,1.42,0.22,0.92,0.18,1.54,0.36,4.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.84,2.70,.,.,.,.,.,.,0.48,2.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.47,4.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.11,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.48,12.84,10.04,66.46,
242200216,16,Uttarakhand,242,Tehri Garhwal,2002,.,.,.,.,0.19,1.25,.,.,0.13,0.77,0.39,5.04,0.38,4.94,0.07,0.22,0.61,6.96,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.37,2.74,.,.,.,.,0.88,5.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.45,0.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.42,2.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.73,10.93,5.61,41.13,
242200316,16,Uttarakhand,242,Tehri Garhwal,2003,.,.,.,.,0.38,4.94,.,.,0.39,5.04,0.42,2.53,0.13,0.77,0.07,0.22,0.61,6.96,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.37,2.74,.,.,.,.,0.88,5.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.45,0.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.19,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.73,10.93,5.61,41.13,
242200416,16,Uttarakhand,242,Tehri Garhwal,2004,.,.,.,.,0.73,5.95,.,.,0.50,9.32,0.23,2.55,0.07,0.75,0.04,0.13,0.21,4.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.61,4.70,.,.,.,.,0.68,5.66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.34,6.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.18,0.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.01,5.04,5.60,45.83,
